Date,Price,Volume,Code
20200229,368000,643995,A051910
20200301,368000,643995,A051910
20200302,377000,514325,A051910
20200303,386500,547921,A051910
20200304,392000,478790,A051910
20200305,406000,645954,A051910
20200306,400000,357631,A051910
20200307,400000,357631,A051910
20200308,400000,357631,A051910
20200309,374000,611394,A051910
20200310,373500,660399,A051910
20200311,365000,447847,A051910
20200312,341500,1041370,A051910
20200313,340500,899561,A051910
20200314,340500,899561,A051910
20200315,340500,899561,A051910
20200316,312500,747892,A051910
20200317,306500,819960,A051910
20200318,280000,946373,A051910
20200319,230000,1394682,A051910
20200320,272500,1306067,A051910
20200321,272500,1306067,A051910
20200322,272500,1306067,A051910
20200323,268000,947838,A051910
20200324,288000,966345,A051910
20200325,307500,803831,A051910
20200326,299500,720792,A051910
20200327,303500,648602,A051910
20200328,303500,648602,A051910
20200329,303500,648602,A051910
20200330,303000,473701,A051910
20200331,305000,492967,A051910
20200401,292000,599459,A051910
20200402,291000,688886,A051910
20200403,290500,540101,A051910
20200404,290500,540101,A051910
20200405,290500,540101,A051910
20200406,296500,494846,A051910
20200407,309000,717617,A051910
20200408,313000,616801,A051910
20200409,324500,470177,A051910
20200410,324000,313697,A051910
20200411,324000,313697,A051910
20200412,324000,313697,A051910
20200413,315000,298575,A051910
20200414,326500,436161,A051910
20200415,326500,436161,A051910
20200416,343000,621763,A051910
20200417,362500,753764,A051910
20200418,362500,753764,A051910
20200419,362500,753764,A051910
20200420,351500,504864,A051910
20200421,354000,710608,A051910
20200422,355000,362008,A051910
20200423,361000,343123,A051910
20200424,353500,270535,A051910
20200425,353500,270535,A051910
20200426,353500,270535,A051910
20200427,353500,445576,A051910
20200428,362500,582497,A051910
20200429,376500,566265,A051910
20200430,376500,566265,A051910
20200501,376500,566265,A051910
20200502,376500,566265,A051910
20200503,376500,566265,A051910
20200504,360000,669179,A051910
20200505,360000,669179,A051910
20200506,361000,344167,A051910
20200507,354000,431374,A051910
20200508,352500,678484,A051910
20200509,352500,678484,A051910
20200510,352500,678484,A051910
20200511,346500,629395,A051910
20200512,338000,554982,A051910
20200513,352000,861294,A051910
20200514,344500,399418,A051910
20200515,346500,364374,A051910
20200516,346500,364374,A051910
20200517,346500,364374,A051910
20200518,354000,408948,A051910
20200519,357000,395494,A051910
20200520,362500,358098,A051910
20200521,377500,1033430,A051910
20200522,377000,504011,A051910
20200523,377000,504011,A051910
20200524,377000,504011,A051910
20200525,389500,505854,A051910
20200526,414000,958956,A051910
20200527,395500,622426,A051910
20200528,388500,842769,A051910
20200529,390500,526505,A051910
20200530,390500,526505,A051910
20200531,390500,526505,A051910
20200601,396000,401656,A051910
20200602,395000,390982,A051910
20200603,400500,474692,A051910
20200604,417500,966577,A051910
20200605,434000,865564,A051910
20200606,434000,865564,A051910
20200607,434000,865564,A051910
20200608,434000,684281,A051910
20200609,432500,609988,A051910
20200610,440000,535589,A051910
20200611,463000,1250374,A051910
20200612,462000,1007453,A051910
20200613,462000,1007453,A051910
20200614,462000,1007453,A051910
20200615,428000,851192,A051910
20200616,487500,1156149,A051910
20200617,491500,1390544,A051910
20200618,491000,509457,A051910
20200619,512000,738862,A051910
20200620,512000,738862,A051910
20200621,512000,738862,A051910
20200622,506000,509229,A051910
20200623,504000,516968,A051910
20200624,516000,391402,A051910
20200625,499000,551096,A051910
20200626,501000,473636,A051910
20200627,501000,473636,A051910
20200628,501000,473636,A051910
20200629,489500,454763,A051910
20200630,490500,443059,A051910
20200701,491500,357203,A051910
20200702,496000,362498,A051910
20200703,507000,443404,A051910
20200704,507000,443404,A051910
20200705,507000,443404,A051910
20200706,509000,317805,A051910
20200707,516000,630054,A051910
20200708,513000,358194,A051910
20200709,539000,819218,A051910
20200710,529000,470969,A051910
20200711,529000,470969,A051910
20200712,529000,470969,A051910
20200713,547000,368579,A051910
20200714,534000,441154,A051910
20200715,544000,341645,A051910
20200716,523000,504937,A051910
20200717,516000,540426,A051910
20200718,516000,540426,A051910
20200719,516000,540426,A051910
20200720,511000,318383,A051910
20200721,531000,489307,A051910
20200722,527000,332150,A051910
20200723,532000,270382,A051910
20200724,516000,406633,A051910
20200725,516000,406633,A051910
20200726,516000,406633,A051910
20200727,517000,257568,A051910
20200728,528000,372041,A051910
20200729,527000,315710,A051910
20200730,530000,244581,A051910
20200731,568000,1376453,A051910
20200801,568000,1376453,A051910
20200802,568000,1376453,A051910
20200803,635000,1715295,A051910
20200804,642000,894736,A051910
20200805,670000,917661,A051910
20200806,680000,634951,A051910
20200807,746000,1399982,A051910
20200808,746000,1399982,A051910
20200809,746000,1399982,A051910
20200810,720000,1035305,A051910
20200811,758000,1087515,A051910
20200812,741000,673527,A051910
20200813,737000,970866,A051910
20200814,700000,1160403,A051910
20200815,700000,1160403,A051910
20200816,700000,1160403,A051910
20200817,700000,1160403,A051910
20200818,690000,1051815,A051910
20200819,683000,746732,A051910
20200820,667000,841507,A051910
20200821,699000,1078744,A051910
20200822,699000,1078744,A051910
20200823,699000,1078744,A051910
20200824,702000,574924,A051910
20200825,713000,450237,A051910
20200826,757000,1094918,A051910
20200827,762000,1060767,A051910
20200828,759000,496857,A051910
20200829,759000,496857,A051910
20200830,759000,496857,A051910
20200831,740000,835300,A051910
20200901,743000,645681,A051910
20200902,742000,462821,A051910
20200903,768000,690256,A051910
20200904,743000,773517,A051910
20200905,743000,773517,A051910
20200906,743000,773517,A051910
20200907,720000,635302,A051910
20200908,709000,811834,A051910
20200909,699000,575376,A051910
20200910,713000,541097,A051910
20200911,705000,361882,A051910
20200912,705000,361882,A051910
20200913,705000,361882,A051910
20200914,712000,327850,A051910
20200915,726000,435166,A051910
20200916,687000,958233,A051910
20200917,645000,3408145,A051910
20200918,666000,1775061,A051910
20200919,666000,1775061,A051910
20200920,666000,1775061,A051910
20200921,627000,1239438,A051910
20200922,639000,1209481,A051910
20200923,630000,1271568,A051910
20200924,611000,872924,A051910
20200925,627000,493489,A051910
20200926,627000,493489,A051910
20200927,627000,493489,A051910
20200928,626000,367111,A051910
20200929,654000,677451,A051910
20200930,654000,677451,A051910
20201001,654000,677451,A051910
20201002,654000,677451,A051910
20201003,654000,677451,A051910
20201004,654000,677451,A051910
20201005,659000,443499,A051910
20201006,674000,451956,A051910
20201007,680000,294545,A051910
20201008,692000,564700,A051910
20201009,692000,564700,A051910
20201010,692000,564700,A051910
20201011,692000,564700,A051910
20201012,672000,551057,A051910
20201013,644000,678451,A051910
20201014,628000,725349,A051910
20201015,637000,531454,A051910
20201016,640000,310579,A051910
20201017,640000,310579,A051910
20201018,640000,310579,A051910
20201019,615000,473127,A051910
20201020,621000,483397,A051910
20201021,617000,241633,A051910
20201022,639000,512433,A051910
20201023,650000,405718,A051910
20201024,650000,405718,A051910
20201025,650000,405718,A051910
20201026,646000,264208,A051910
20201027,632000,261388,A051910
20201028,642000,368105,A051910
20201029,651000,386081,A051910
20201030,611000,820454,A051910
20201031,611000,820454,A051910
20201101,611000,820454,A051910
20201102,623000,505856,A051910
20201103,656000,638480,A051910
20201104,650000,472730,A051910
20201105,677000,446583,A051910
20201106,720000,1268197,A051910
20201107,720000,1268197,A051910
20201108,720000,1268197,A051910
20201109,734000,601476,A051910
20201110,702000,563688,A051910
20201111,692000,528736,A051910
20201112,692000,396873,A051910
20201113,705000,388449,A051910
20201114,705000,388449,A051910
20201115,705000,388449,A051910
20201116,677000,573360,A051910
20201117,686000,331899,A051910
20201118,709000,350805,A051910
20201119,721000,356316,A051910
20201120,724000,285042,A051910
20201121,724000,285042,A051910
20201122,724000,285042,A051910
20201123,748000,466506,A051910
20201124,799000,858347,A051910
20201125,788000,780482,A051910
20201126,816000,556575,A051910
20201127,810000,390212,A051910
20201128,810000,390212,A051910
20201129,810000,390212,A051910
20201130,800000,728920,A051910
20201201,809000,404022,A051910
20201202,841000,592081,A051910
20201203,846000,372854,A051910
20201204,846000,375662,A051910
20201205,846000,375662,A051910
20201206,846000,375662,A051910
20201207,816000,498527,A051910
20201208,811000,389335,A051910
20201209,836000,392544,A051910
20201210,817000,615054,A051910
20201211,808000,363164,A051910
20201212,808000,363164,A051910
20201213,808000,363164,A051910
20201214,793000,332473,A051910
20201215,801000,300410,A051910
20201216,819000,321381,A051910
20201217,830000,319523,A051910
20201218,814000,353819,A051910
20201219,814000,353819,A051910
20201220,814000,353819,A051910
20201221,815000,284091,A051910
20201222,797000,306523,A051910
20201223,806000,594211,A051910
20201224,818000,335065,A051910
20201225,818000,335065,A051910
20201226,818000,335065,A051910
20201227,818000,335065,A051910
20201228,814000,264888,A051910
20201229,813000,392849,A051910
20201230,824000,339889,A051910
20201231,824000,339889,A051910
20210101,824000,339889,A051910
